,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
42,chickpeas with spinach,160898,20,10,"['yogurt', 'garlic', 'mint', 'salt', 'durkee onion', 'oil', 'bell pepper', 'coriander', 'cumin', 'chickpea', 'spinach', 'pepper', 'orzo pasta']",221.4,8.0,18.0,18.0,19.0,6.0,11.0,-
43,potato and chickpea chili,335188,25,5,"['oil', 'potato', 'durkee onion', 'garlic', 'chili powder', 'cumin', 'pepper flake', 'tomato', 'chickpea']",245.3,7.0,22.0,25.0,16.0,3.0,15.0,-
44,punjabi kadhi,255961,110,19,"['besan', 'cumin', 'durkee onion', 'chili pepper', 'turmeric', 'potato', 'chili powder', 'oil', 'yogurt', 'water', 'vegetable oil', 'durkee onion', 'garlic', 'ginger paste', 'tomato', 'powder', 'cumin powder', 'salt']",333.4,24.0,40.0,2.0,19.0,12.0,13.0,-
45,most chocolatey chocolate cake,489101,55,19,"['sugar', 'wheat flour', 'cocoa', 'baking powder', 'baking soda', 'salt', 'egg', 'milk', 'vegetable oil', 'vanilla extract', 'water', 'butter', 'sugar']",636.6,36.0,301.0,24.0,13.0,41.0,33.0,['french']
46,chocolate dumplings,21719,35,11,"['sugar', 'cocoa', 'cornstarch', 'salt', 'vanilla', 'water', 'butter', 'wheat flour', 'sugar', 'baking powder', 'egg', 'milk']",315.5,7.0,174.0,24.0,8.0,13.0,21.0,-
47,gluten free sugar cookies,445208,40,16,"['wheat flour', 'salt', 'baking powder', 'butter', 'sugar', 'egg', 'milk', 'vanilla extract', 'almond extract']",563.0,50.0,267.0,11.0,5.0,100.0,22.0,-
48,golden vanilla pound cake   king arthur flour,324403,75,20,"['butter', 'cheese', 'salt', 'sugar', 'baking powder', 'vanilla extract', 'almond extract', 'egg', 'wheat flour', 'water']",236.2,18.0,73.0,4.0,7.0,35.0,9.0,-
49,maple berry pudding cake,288369,55,13,"['wheat flour', 'baking powder', 'salt', 'sugar', 'milk', 'amber maple syrup', 'egg', 'vanilla extract', 'maple flavoring', 'butter', 'berry', 'cornstarch', 'cinnamon', 'water']",302.7,9.0,167.0,7.0,7.0,17.0,20.0,-
50,amish apple crisp,29939,60,7,"['apple', 'sugar', 'cinnamon', 'wheat flour', 'baking powder', 'salt', 'egg', 'butter']",549.6,26.0,261.0,22.0,11.0,51.0,32.0,"['american', 'german']"
51,easy apple kuchen,170196,55,9,"['wheat flour', 'baking powder', 'salt', 'butter', 'sugar', 'egg', 'vanilla', 'milk', 'apple', 'cinnamon']",253.4,11.0,97.0,10.0,7.0,21.0,14.0,['german']
52,german apple cake tart,207475,70,8,"['butter', 'baking powder', 'salt', 'wheat flour', 'egg', 'milk', 'apple', 'sugar', 'cinnamon']",405.7,28.0,125.0,16.0,9.0,55.0,19.0,['german']
53,rosalia s apple coffee cake,42340,40,10,"['wheat flour', 'baking powder', 'salt', 'sugar', 'butter', 'egg', 'milk', 'apple', 'cinnamon', 'sugar']",301.3,16.0,81.0,13.0,10.0,31.0,15.0,['german']
54,evans farm inn apple crisp,70015,60,7,"['apple', 'cinnamon', 'sugar', 'wheat flour', 'butter', 'baking powder', 'salt', 'egg']",487.3,8.0,343.0,8.0,8.0,13.0,36.0,-
55,hammy hash brown packets,414227,40,9,"['hash brown', 'pepper', 'durkee onion', 'ham', 'cheddar cheese', 'buttermilk ranch dress']",413.4,36.0,7.0,56.0,34.0,27.0,10.0,['american']
56,bisquick breakfast bake,216612,30,8,"['ham', 'durkee onion', 'broccoli', 'hash brown', 'cheddar cheese', 'mix', 'milk', 'egg substitute']",251.7,15.0,11.0,12.0,33.0,21.0,8.0,-
57,country breakfast scramble,140207,35,5,"['hash brown', 'ham', 'durkee onion', 'egg', 'pepper', 'cheddar cheese', 'chive']",494.7,48.0,11.0,13.0,56.0,69.0,8.0,-
58,open faced omelet,43501,60,11,"['broccoli floret', 'pepper', 'durkee onion', 'ham', 'potato', 'egg substitute', 'pepper', 'cheddar cheese']",126.8,8.0,2.0,25.0,22.0,13.0,2.0,-
59,ww 3 points   impossibly easy breakfast casserole,130798,50,15,"['ham', 'durkee onion', 'pepper', 'hash brown', 'cheddar cheese', 'baking mix', 'milk', 'egg substitute', 'pepper']",278.7,24.0,4.0,13.0,32.0,30.0,5.0,-
60,apple bread,254578,65,6,"['margarine', 'sugar', 'egg', 'buttermilk', 'wheat flour', 'salt', 'apple', 'sugar', 'walnut', 'cinnamon']",3488.7,234.0,1077.0,117.0,94.0,134.0,165.0,-
61,brenda s carrot cake,148904,75,6,"['sugar', 'egg', 'baking powder', 'cinnamon', 'baby carrot', 'walnut', 'corn oil', 'wheat flour', 'baking soda', 'salt', 'raisin']",5345.3,452.0,1518.0,190.0,134.0,194.0,213.0,-
62,christmas cherry nut bread,399533,75,7,"['wheat flour', 'buttermilk', 'maraschino cherry', 'sugar', 'sugar', 'butter', 'egg', 'baking powder', 'baking soda', 'salt', 'walnut', 'maraschino cherry']",3362.6,210.0,890.0,155.0,142.0,206.0,159.0,-
63,irish soda bread,81531,70,3,"['wheat flour', 'sugar', 'baking soda', 'baking powder', 'salt', 'egg', 'butter', 'raisin', 'buttermilk']",3679.6,163.0,900.0,216.0,150.0,316.0,202.0,-
64,polish applesauce cake,382527,55,8,"['butter', 'sugar', 'vanilla', 'egg', 'wheat flour', 'baking powder', 'baking soda', 'applesauce', 'salt', 'cinnamon', 'sugar', 'walnut']",4371.5,256.0,1660.0,164.0,98.0,400.0,231.0,-
65,julie s club crackers   almonds,135002,25,8,"['almond', 'butter', 'margarine', 'sugar', 'club cracker']",1431.9,189.0,278.0,44.0,28.0,197.0,26.0,-
66,light cream cheese cornbread,459087,50,4,"['cheese', 'egg', 'corn', 'corn muffin mix', 'butter', 'sugar']",2525.0,177.0,569.0,125.0,117.0,267.0,110.0,-
67,love and dishes cornbread,66311,65,4,"['butter', 'corn', 'corn', 'egg', 'corn muffin mix']",2390.0,208.0,259.0,175.0,84.0,347.0,89.0,-
68,mars bars,27435,6,6,"['butter', 'bar', 'rice bubble']",1616.9,160.0,341.0,62.0,35.0,274.0,53.0,-
69,swedish hard candy,79359,40,6,"['sugar', 'corn syrup', 'butter', 'half', 'almond']",2274.1,166.0,786.0,30.0,52.0,205.0,109.0,-
70,doreen s dinner rolls,302731,132,10,"['yeast', 'water', 'sugar', 'milk', 'egg', 'butter', 'salt', 'wheat flour']",428.9,16.0,34.0,20.0,22.0,30.0,23.0,['american']
71,fluffy butter dinner rolls,335784,120,12,"['yeast', 'water', 'sugar', 'egg', 'butter', 'wheat flour', 'milk', 'salt']",247.1,10.0,28.0,7.0,12.0,20.0,13.0,['american']
72,batter rolls,87408,75,11,"['milk', 'sugar', 'salt', 'butter', 'water', 'yeast', 'egg', 'wheat flour']",101.1,4.0,8.0,4.0,5.0,7.0,5.0,-
73,gwen s butter rich dinner rolls,104703,195,10,"['yeast', 'water', 'sugar', 'butter', 'salt', 'milk', 'egg', 'wheat flour']",166.3,6.0,11.0,12.0,9.0,10.0,9.0,-
74,thanksgiving for 10  mom s rolls,14641,130,11,"['yeast', 'water', 'sugar', 'milk', 'butter', 'egg', 'wheat flour', 'salt']",114.4,4.0,8.0,1.0,6.0,8.0,6.0,-
75,amazing thin crust pizza,123710,130,31,"['wheat bread flour', 'yeast', 'salt', 'oil', 'water', 'tomato', 'garlic', 'oregano', 'ground fennel', 'pepper', 'pizza dough', 'leaf basil', 'mozzarella cheese', 'gouda cheese', 'tomato sauce', 'sausage', 'cheddar cheese']",213.9,18.0,10.0,23.0,20.0,27.0,5.0,-
76,dad s friday night pizza,288492,30,18,"['wheat flour', 'water', 'oil', 'sugar', 'yeast', 'tomato sauce', 'oregano', 'leaf parsley', 'leaf basil', 'garlic', 'mozzarella cheese']",249.9,17.0,10.0,17.0,25.0,29.0,8.0,-
77,kelly s saturday night  pizza,102554,125,17,"['yeast', 'water', 'sugar', 'oil', 'wheat flour', 'salt', 'pepper', 'garlic', 'onion powder', 'oregano', 'tomato', 'tomato paste']",1387.2,47.0,78.0,62.0,69.0,21.0,81.0,-
78,kittencal s four cheese  lasagna,272423,1480,31,"['lasagna noodle', 'mozzarella cheese', 'parmesan cheese', 'sausage', 'pepper flake', 'durkee onion', 'garlic', 'leaf basil', 'oregano', 'tomato paste', 'tomato', 'tomato sauce', 'water', 'seasoning salt', 'pepper', 'sugar', 'oil', 'seasoning salt', 'ricotta cheese', 'cheese', 'egg']",776.4,71.0,51.0,75.0,85.0,117.0,16.0,-
79,white pizza n e penna  style,183570,225,33,"['wheat bread flour', 'salt', 'sugar', 'yeast', 'water', 'oregano', 'cheese', 'mozzarella cheese', 'cheese', 'rosemary sprigs', 'pepper', 'oil']",371.9,33.0,4.0,31.0,41.0,63.0,7.0,-
80,cobly or monteray jack fondue,458267,10,15,"['colby', 'gruyere cheese', 'cornstarch', 'garlic', 'wine', 'lemon juice concentrate', 'nutmeg', 'pepper']",194.9,22.0,1.0,10.0,22.0,44.0,0.0,-
81,grilled hanger steak,326939,50,18,"['porcini mushroom', 'butter', 'durkee onion', 'garlic', 'wine', 'ruby port', 'demi-glace', 'hanger steak', 'salt', 'pepper']",202.7,9.0,28.0,2.0,3.0,18.0,6.0,-
82,orange roughy in garlic butter,83463,25,10,"['roughy', 'butter', 'garlic', 'wine', 'durkee onion', 'pepper']",262.4,27.0,4.0,8.0,38.0,54.0,1.0,-
83,pasta with broccoli onion sauce,202570,25,12,"['fettuccine', 'broccoli floret', 'spray coating', 'durkee onion', 'milk', 'cornstarch', 'chicken bouillon granule', 'pepper', 'nutmeg', 'skim mozzarella cheese', 'wine']",199.3,8.0,7.0,20.0,26.0,16.0,8.0,-
84,swiss chard and turkey au gratin,364197,70,17,"['watercress leaf', 'garlic', 'water', 'durkee onion', 'turkey cutlet', 'pepper', 'wine', 'lemon zest', 'chicken broth', 'paprika', 'cornstarch']",77.2,1.0,12.0,14.0,8.0,0.0,4.0,-
85,basic mashed  whipped  potatoes,406290,40,11,"['potato', 'butter', 'half', 'salt', 'pepper']",422.6,31.0,9.0,31.0,15.0,63.0,18.0,-
86,corn with jalapeno garlic butter,486925,25,11,"['butter', 'jalapeno pepper', 'garlic', 'corn', 'pepper']",319.1,38.0,22.0,8.0,8.0,74.0,8.0,-
87,fried corn   bev s style,91971,25,13,"['corn', 'bacon', 'half', 'durkee onion', 'pepper']",201.2,22.0,8.0,8.0,11.0,28.0,4.0,-
88,grilled corn with red pepper butter,245789,65,8,"['pepper', 'butter', 'paprika', 'pepper', 'corn']",281.6,37.0,11.0,7.0,6.0,73.0,5.0,-
89,linda s faux mashed potatoes cauliflower,228689,30,16,"['head cauliflower', 'half', 'butter', 'pepper']",145.4,3.0,46.0,10.0,17.0,6.0,8.0,-
90,bienenstich,83023,140,17,"['egg', 'sugar', 'vanilla', 'baking powder', 'wheat flour', 'milk', 'butter', 'sugar', 'cream', 'coconut', 'almond', 'sugar']",8273.1,702.0,2492.0,107.0,261.0,1253.0,318.0,['german']
91,german quark crumb bars,153125,60,12,"['quark', 'egg', 'sugar', 'vanilla', 'cherry', 'butter', 'salt', 'wheat flour']",4741.8,304.0,1408.0,98.0,119.0,602.0,228.0,['german']
92,pan dulce,35312,205,12,"['milk', 'yeast', 'sugar', 'wheat flour', 'butter', 'jumbo egg', 'salt']",3609.6,209.0,458.0,130.0,165.0,372.0,170.0,['spanish']
93,golden peanut bars,1259,0,12,"['wheat flour', 'sugar', 'egg', 'butter', 'peanut butter', 'milk', 'peanut butter', 'vanilla extract']",5737.4,434.0,1880.0,92.0,291.0,565.0,231.0,-
94,raspberry and brown sugar coffee cake,57941,90,19,"['almond', 'butter', 'sugar', 'egg', 'milk', 'vanilla extract', 'almond extract', 'purpose flour', 'baking powder', 'baking soda', 'salt', 'buttermilk', 'raspberry']",7844.8,642.0,1692.0,225.0,338.0,850.0,297.0,-
95,cajun chicken alfredo,179078,50,11,"['chicken breast', 'seasoning salt', 'olive oil', 'garlic', 'tomato', 'wine', 'cream', 'parmesan cheese', 'sea salt', 'pepper', 'fettuccine', 'scallion']",1130.6,127.0,25.0,55.0,102.0,231.0,15.0,['american']
96,cajun chicken linguine,479461,30,5,"['penne pasta', 'chicken breast', 'seasoning salt', 'butter', 'durkee onion', 'cream', 'tomato', 'leaf basil', 'garlic', 'pepper', 'parmesan cheese']",1250.7,114.0,18.0,21.0,106.0,205.0,30.0,['american']
97,fettuccine with smoked salmon,5423,0,9,"['cream', 'fettuccine', 'salt', 'salmon', 'parmesan cheese', 'pepper']",3326.0,313.0,3.0,102.0,224.0,587.0,87.0,['american']
98,shrimp fettuccine alfredo,295654,20,9,"['shrimp', 'fettuccine', 'butter', 'cream', 'cheese', 'parmesan cheese', 'garlic', 'tomato']",1478.6,174.0,15.0,61.0,86.0,332.0,24.0,['american']
99,simple   delicate fettuccine alfredo,432605,30,12,"['fettuccine', 'butter', 'cream', 'parmesan cheese', 'pepper']",1963.8,181.0,20.0,60.0,118.0,350.0,56.0,['american']
100,extreme lemon pasta,250292,25,15,"['penne pasta', 'butter', 'oil', 'garlic', 'cream', 'lemon zest', 'lemon juice concentrate', 'parmesan cheese', 'basil leave', 'pine nut']",611.0,44.0,9.0,10.0,38.0,58.0,23.0,-
101,fish florentine sorta,305067,45,15,"['halibut fillet', 'bay seasoning', 'lemon pepper seasoning', 'lemon', 'spinach', 'durkee onion', 'garlic', 'oil', 'butter']",331.9,15.0,9.0,13.0,95.0,14.0,5.0,-
102,grilled lemon basil halibut,119094,18,10,"['lemon juice concentrate', 'oil', 'garlic', 'lemon zest', 'oil', 'leaf basil', 'caper', 'pepper', 'halibut fillet']",262.7,24.0,2.0,7.0,52.0,11.0,1.0,-
103,roasted asparagus with browned butter,450467,13,12,"['asparagus spear', 'oil', 'salt', 'pepper', 'butter', 'lemon juice concentrate', 'garlic', 'lemon zest']",109.5,14.0,6.0,11.0,5.0,20.0,1.0,-
104,salmon with roasted garlic,58867,55,16,"['garlic', 'oil', 'butter', 'salmon', 'lemon juice concentrate', 'rosemary sprigs']",376.2,36.0,0.0,4.0,69.0,27.0,1.0,-
105,1 2 3 4 cake,111072,50,14,"['butter', 'sugar', 'wheat flour', 'egg', 'milk', 'vanilla extract']",413.1,27.0,133.0,23.0,12.0,53.0,19.0,-
106,2 step pound cake  for a kitchen aide mixer,144841,110,9,"['wheat flour', 'sugar', 'butter', 'milk', 'egg', 'vanilla extract']",498.7,39.0,151.0,8.0,12.0,77.0,20.0,-
107,basic dessert crepes batter,19097,90,8,"['egg', 'wheat flour', 'sugar', 'milk', 'water', 'butter']",54.8,3.0,5.0,1.0,4.0,4.0,2.0,-
108,magic cake,499338,80,14,"['egg', 'water', 'sugar', 'butter', 'wheat flour', 'milk']",259.3,22.0,67.0,6.0,11.0,42.0,9.0,-
109,snow shoes  cream puff dessert,381646,65,8,"['butter', 'wheat flour', 'water', 'water', 'egg', 'almond flavoring', 'sugar', 'milk']",220.6,21.0,39.0,4.0,5.0,42.0,7.0,-
110,my mother s mississippi mud cake,81498,50,7,"['margarine', 'sugar', 'cocoa', 'egg', 'vanilla', 'wheat flour', 'coconut', 'pistachio', 'marshmallow creme', 'sugar', 'milk']",9314.2,706.0,4015.0,166.0,150.0,561.0,423.0,['american']
111,aunt kathleen s caramels,222138,35,13,"['margarine', 'sugar', 'sugar', 'white karo', 'milk', 'walnut', 'vanilla']",5966.7,440.0,2697.0,116.0,88.0,309.0,287.0,-
112,caramel nut bars,19051,45,15,"['wheat flour', 'sugar', 'egg', 'margarine', 'pistachio', 'caramel topping', 'milk']",5587.1,394.0,2151.0,118.0,167.0,292.0,255.0,-
113,chocolate mint bars,22300,120,7,"['sugar', 'margarine', 'egg', 'hersheys chocolate syrup', 'wheat flour', 'salt', 'vanilla', 'sugar', 'creme de menthe', 'chocolate chip cookie']",7838.8,573.0,3574.0,218.0,116.0,451.0,360.0,-
114,orange crush pound cake,44338,95,8,"['shortening', 'margarine', 'sugar', 'egg', 'wheat flour', 'soda', 'flavoring', 'vanilla', 'cheese', 'sugar']",7382.9,544.0,2683.0,71.0,155.0,470.0,330.0,-
115,hays  family pumpkin bars,273606,55,8,"['oil', 'egg', 'sugar', 'cinnamon', 'sugar pumpkin', 'purpose flour', 'baking powder', 'baking soda', 'salt', 'cheese', 'butter', 'vanilla', 'sugar']",220.4,18.0,76.0,7.0,4.0,18.0,8.0,-
116,jacqueline s zucchini muffins,185599,60,7,"['oil', 'sugar', 'vanilla', 'egg', 'purpose flour', 'salt', 'baking powder', 'baking soda', 'cinnamon', 'nutmeg', 'clove', 'allspice', 'zucchini', 'walnut']",428.0,31.0,137.0,13.0,11.0,13.0,19.0,-
117,mom s pumpkin bars,401935,40,10,"['egg', 'salad oil', 'sugar', 'sugar pumpkin', 'wheat flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'ginger', 'clove', 'nutmeg', 'cheese', 'margarine', 'milk', 'vanilla', 'sugar']",160.2,11.0,73.0,3.0,2.0,8.0,7.0,-
118,perfect pumpkin spice bread,273824,85,7,"['purpose flour', 'sugar', 'sugar', 'baking soda', 'baking powder', 'salt', 'cinnamon', 'nutmeg', 'clove', 'allspice', 'ground ginger', 'lemon peel', 'pumpkin puree', 'milk', 'egg', 'oil', 'walnut', 'raisin']",181.2,10.0,70.0,6.0,4.0,5.0,9.0,-
119,pumpkin bars with raisins,120355,40,7,"['wheat flour', 'sugar', 'baking soda', 'baking powder', 'salt', 'cinnamon', 'oil', 'egg', 'raisin', 'sugar pumpkin', 'cheese', 'oleo', 'milk', 'vanilla', 'sugar']",291.3,21.0,116.0,7.0,5.0,13.0,13.0,-
120,beer jello shots,235646,40,4,"['gelatin dessert', 'water', 'malt liquor']",54.0,0.0,48.0,2.0,2.0,0.0,4.0,['american']
121,caf noir,218847,11,3,"['salt', 'chicory blend', 'water']",0.1,0.0,0.0,0.0,0.0,0.0,0.0,['american']
122,japanese rice,62453,50,2,"['minute rice', 'water']",238.7,0.0,0.0,0.0,8.0,0.0,17.0,['japanese']
123,lennie and donna s souper rice curry,36442,25,6,"['minute rice', 'mushroom soup', 'water', 'curry powder']",238.7,7.0,4.0,20.0,9.0,5.0,14.0,['american']
124,fiesta rice,224392,10,5,"['chicken broth', 'water', 'chili salsa', 'minute rice']",201.2,1.0,4.0,18.0,11.0,1.0,13.0,-
125,easy fried potatoes   onions,268685,20,7,"['durkee onion', 'butter', 'oil', 'potato', 'pepper']",259.8,14.0,13.0,2.0,9.0,20.0,13.0,-
